Genotype,height,R8,yield
DS11-25186,102.448888888889,32.4444444444444,3489.37777777778
DS11-25188,103.591111111111,32.8888888888889,3849.73333333333
DS11-25189,99.47,36,3651.73333333333
DS11-25190,87.86875,30.5,3853.325
DS11-25191,100.093333333333,32.4444444444444,3828.28888888889
DS11-25195,111.293333333333,33.5555555555556,3636.94444444444
DS11-25199,101.95,34.3333333333333,3663.43333333333
DS11-25200,105.5825,33.625,3400.9375
DS11-25203,124.63,35.2222222222222,3715.91111111111
DS11-25205,97.9277777777778,31.7777777777778,3749.9
DS11-25208,105.55,34.2222222222222,3842.95555555556
DS11-25209,91.255,29.625,3495.7125
DS11-25210,104.28375,31.875,3898.9875
DS11-25211,103.575,36.375,4071.9
DS11-25212,100.665,32.75,4038.6625
DS11-25213,113.331111111111,31.4444444444444,3551.33333333333
DS11-25215,92.49,31.7777777777778,3231.05555555556
DS11-25221,102.334444444444,31.3333333333333,3495.77777777778
DS11-25222,100.746666666667,34.6666666666667,3455.57777777778
DS11-26143,92.9722222222222,31.6666666666667,3612.65555555556
DS11-26144,102.205,30.5,3516.6625
DS11-26145,103.827777777778,29.1111111111111,3734.65444444444
DS11-26148,107.1,28.3333333333333,3392.92444444444
DS11-26149,104.726666666667,30.7777777777778,4002.02333333333
DS11-26150,94.6488888888889,32.6666666666667,3832.38444444444
DS11-26151,101.907777777778,27.4444444444444,3745.67666666667
DS11-26152,89.4833333333333,27,3634.25111111111
DS11-26154,98.7966666666667,29.8888888888889,3289.05444444444
DS11-26157,104.592222222222,31.2222222222222,3986.04888888889
DS11-26159,93.82125,33.125,4222.4875
DS11-26160,105.511111111111,36.5555555555556,3974.44444444444
DS11-26163,101.002222222222,26.8888888888889,3559.99777777778
DS11-26164,100.434444444444,23.8888888888889,3517.46222222222
DS11-26165,101.612222222222,29.7777777777778,3707.00666666667
DS11-26166,99.2333333333333,31.5555555555556,3785.85666666667
DS11-26167,107.197777777778,28,3588.15222222222
DS11-26169,100.221111111111,27.7777777777778,3508.55666666667
DS11-26172,103.345555555556,28.3333333333333,3751.33444444444
DS11-26173,96.1588888888889,28,3929.79666666667
DS11-26175,89.6477777777778,28.1111111111111,3539.46222222222
DS11-26176,99.3544444444445,27.3333333333333,3796.44222222222
DS11-26177,106.68,28.3333333333333,3531.91444444444
DS11-26179,104.202222222222,31.2222222222222,3275.94111111111
DS11-26180,94.3666666666667,30.5555555555556,3732.48777777778
DS11-26181,106.065555555556,26.6666666666667,3340.63666666667
DS11-26183,106.44,29.6666666666667,3292.89666666667
DS11-26185,106.725555555556,27.5555555555556,3883.25333333333
DS11-26186,100.128888888889,27.6666666666667,3592.10444444444
DS11-26187,102.745,30,4030.829
DS11-26188,97.707,28.8,3816.049
DS11-26189,100.526666666667,26.1111111111111,3830.05666666667
DS11-26193,91.5933333333333,26.1111111111111,3520.04
DS11-26194,105.924444444444,30.3333333333333,3688.07666666667
DS11-26195,102.104444444444,32.7777777777778,4387.71444444444
DS11-26197,100.35,28.2,4062.187
DS11-26201,108.596,30.7,3832.932
DS11-26202,98.6855555555556,29.8888888888889,4004.72666666667
DS11-26203,94.213,27.4,3882.374
DS11-26205,104.544,28,3903.797
DS11-26206,108.891111111111,30.7777777777778,3855.90333333333
DS11-26208,99.393,33.6,3923.124
DS11-26209,93.303,27.9,3551.598
DS11-26210,98.2133333333333,32.5555555555556,4164.48777777778
DS11-26212,99.127,30.4,3929.059
DS11-26214,101.247777777778,26.4444444444444,3808.11555555556
DS11-26217,105.064,34,4226.068
DS11-26218,101.044,29.9,3797.732
DS11-26219,98.764,30.1,3862.717
DS11-26220,102.396666666667,29.6666666666667,4230.59333333333
DS11-26221,111.272,31.6,3627.32
DS11-26223,102.47375,26,3594.21375
DS11-26228,104.922,32.6,3854.094
DS11-26229,103.095555555556,34,3722.23333333333
DS11-26230,98.188,29,4155.2
DS11-26231,108.74,28,3544.86222222222
DS11-26232,99.48,31.2222222222222,4057.22222222222
DS11-26233,93.075,33.5,4215.7375
DS11-26236,100.93,28.7777777777778,3285.87777777778
DS11-26239,103.171,28.6,3964.642
DS11-26244,109.262222222222,32,3817.72222222222
DS11-26245,110.98375,37.875,3835.6125
DS11-26246,102.163333333333,35.8888888888889,4506.65555555556
DS11-26247,105.77,34.7777777777778,3884.76666666667
DS11-26249,98.0255555555556,35.4444444444444,4295.14444444445
DS11-26250,98.4455555555556,31.7777777777778,4032.33333333333
DS11-26253,103.01,31.4444444444444,3971.4
DS11-26261,100.427777777778,31.3333333333333,3746.25555555556
DS11-26263,101.274444444444,32.4444444444444,4105.35555555555
DS11-26274,102.354444444444,35.4444444444444,4096.84444444444
DS11-26277,100.674444444444,30.6666666666667,3639.17777777778
DS11-26278,97.5233333333333,32.2222222222222,3913.01111111111
DS11-26281,104.874444444444,30.7777777777778,3953.45555555556
DS11-26284,96.0866666666667,33.5555555555556,4023.65555555556
DS11-26285,101.188888888889,32.3333333333333,3879.02222222222
DS11-26286,99.9255555555556,28.5555555555556,3790.88888888889
DS11-26287,106.805,30.25,3927.7875
DS11-26288,98.9925,28.625,3602.0625
DS11-26292,106.24,33.7777777777778,4010.56666666667
DS11-26296,108.484444444444,35.1111111111111,4300.08888888889
DS11-26298,89.6375,26.625,3530.4625
DS11-26302,104.123333333333,32.4444444444444,3555.56666666667
DS11-26305,112.071111111111,33.4444444444444,3924.7
DS11-26307,94.41125,28.625,3637.55
DS11-26309,101.92,28.125,3773.3875
DS11-26310,104.687777777778,29.8888888888889,3728.74444444444
DS11-26311,84.86375,28.125,3585.7
DS11-26312,95.5288888888889,29.1111111111111,3830.36666666667
DS11-26313,102.764285714286,34.7142857142857,4252.94285714286
DS11-26315,105.0925,30.125,3448.4375
DS11-26316,103.92125,29.875,3694.375
DS11-26317,102.564444444444,29.3333333333333,3875.81111111111
DS11-26320,91.2355555555555,28.7777777777778,3835.97777777778
DS11-26321,108.00875,32.625,3790.725
DS11-26322,107.752222222222,32.4444444444444,4100.18888888889
DS11-26327,102.485555555556,29.2222222222222,3964.63333333333
DS11-26329,91.95625,28.5,3681.175
DS11-26331,103.87,30.875,4007.675
DS11-26332,97.7144444444445,31,3629.65555555556
DS11-26334,88.23125,26.625,3707.2125
DS11-26335,92.7622222222222,32.6666666666667,4030.32222222222
DS11-26336,99.6766666666667,29.8888888888889,3775.5
DS11-26338,98.63125,30.875,3743.425
DS11-26339,100.03375,29.375,3540.675
DS11-26340,99.21125,30,3440.55
DS11-26342,97.07625,30.75,3914.4875
DS11-26345,102.564444444444,30.1111111111111,4030.95555555556
DS11-26346,104.421111111111,31.1111111111111,3914.5
DS11-27145,117.74,35.1,4206.815
DS11-27146,100.79,32.8,3804.325
DS11-27148,110.486666666667,33.5555555555556,3907.34555555556
DS11-27149,109.081111111111,33,3743.98222222222
DS11-27150,111.956875,34.0625,4217.3975
DS11-27151,104.842,33.3,4011.63
DS11-27152,103.646666666667,32.7777777777778,4054.00666666667
DS11-27153,96.3455555555556,29.2222222222222,3811.11444444444
DS11-27158,105.435555555556,30.1111111111111,3921.20111111111
DS11-27159,95.415,31.3,4220.068
DS11-27160,101.907,32.7,4077.137
DS11-27162,106.133,33.1,4114.176
DS11-27163,100.548,33.1,3766.563
DS11-27164,105.235555555556,29.3333333333333,4045.18333333333
DS11-27168,105.522,31.9,4045.555
DS11-27169,96.8211111111111,30.5555555555556,3964.8
DS11-27170,105.8375,32.875,3843.10125
DS11-27171,103.427777777778,33.1111111111111,4122.38666666667
DS11-27172,102.666,28.8,3634.364
DS11-27173,110.085,36.2,4080.155
DS11-27174,95.7977777777778,30.3333333333333,3774.71666666667
DS11-27175,96.989,34,3823.693
DS11-27176,94.688,31.4,3875.202
DS11-27177,112.684,32.6,4254.228
DS11-27178,103.185,29.7,4065.009
DS11-27179,111.55,35.3,4251.722
DS11-27180,105.314444444444,28.2222222222222,3744.66777777778
DS11-27181,97.5166666666667,30.8888888888889,4030.87
DS11-27182,106.715555555556,31.7777777777778,4113.51111111111
DS11-27183,103.714,33,4364.336
DS11-27184,105.282,32.6,3998.212
DS11-27185,91.44,30,3788
DS11-27186,97.7709090909091,29.9090909090909,3921.53818181818
DS11-27187,104.44,33.9090909090909,3800.78363636364
DS11-27188,103.57,31.1818181818182,3884.39545454545
DS11-27189,97.202,32.6,4048.095
DS11-27190,106.725454545455,34.8181818181818,4115.45454545455
DS11-27191,103.234545454545,31.4545454545455,4149.79727272727
DS11-27192,102.139090909091,32.7272727272727,3856.60727272727
DS11-27193,100.799090909091,31.6363636363636,3840.75
DS11-27195,100.436,30.9,3852.229
DS11-27197,93.4854545454545,26.1818181818182,3749.53727272727
DS11-27198,96.6345454545455,29.9090909090909,3895.15272727273
DS11-27199,103.865454545455,33.1818181818182,4087.46090909091
DS11-27200,106.083636363636,30.5454545454545,3659.79545454545
DS11-27203,102.786666666667,32.0952380952381,3936.28904761905
DS11-27205,105.129,27,3742.213
DS11-27206,100.12,30.9090909090909,4117.19727272727
DS11-27207,97.7490909090909,31.1818181818182,4018.69454545455
DS11-27208,104.362727272727,30.1818181818182,3768.39
DS11-27209,120.058571428571,37.8571428571429,4373.11428571429
DS11-27210,93.6945454545455,28.7272727272727,3755.85545454545
DS11-27211,94.4227272727273,28,3989.85272727273
DS11-27213,111.192727272727,33.0909090909091,3835.39909090909
DS11-27214,102.960909090909,32.2727272727273,4073.24272727273
DS11-27215,101.347272727273,31.7272727272727,3962.65727272727
DS11-27216,108.649,33.5,4243.136
DS11-27217,100.273,32,3912.295
DS11-27218,101.319,31.6,3739.319
DS11-27219,104.279090909091,35.4545454545455,4028.39181818182
DS11-27220,93.1172727272727,29.0909090909091,4265.50454545455
DS11-27221,94.1381818181818,27.6363636363636,3700.67818181818
DS11-27224,108.995714285714,36.4285714285714,4126.28571428571
DS11-27225,108.008333333333,36.6666666666667,4333.76666666667
DS11-27227,108.818571428571,35.8571428571429,4376.95714285714
DS11-27228,92.5466666666667,34.5,4572.96666666667
DS11-27229,107.818571428571,33.4285714285714,4412.54285714286
DS11-27230,101.933333333333,37,4328.75
DS11-27233,112.572857142857,37.7142857142857,4533.3
DS11-27236,115.766666666667,38.1666666666667,4223.85
DS11-27237,99.6671428571429,34.5714285714286,4348.35714285714
DS11-27238,99.2616666666667,32.6666666666667,3986.48333333333
DS11-27239,111.477142857143,34.5714285714286,4496.8
DS11-27240,99.7814285714286,30.4285714285714,4409.51428571429
DS11-27241,115.983333333333,35.1666666666667,4011.51666666667
DS11-27245,107.194285714286,35,4689.55714285714
DS11-27246,105.46,34.2857142857143,4347.7
DS11-27247,105.611428571429,34,4247.41428571429
DS11-27250,103.282857142857,30.5714285714286,4352.4
DS11-27251,92.27,34.4285714285714,4462.78571428571
DS11-27252,98.1057142857143,31.4285714285714,4441.78571428571
DS11-27256,104.852857142857,35.1428571428571,4883.9
DS11-27257,103.1,36.5,4668.71666666667
DS11-27259,119.298571428571,35,4327.97142857143
DS11-27262,95.6971428571429,32.2857142857143,4274.65714285714
DS11-27263,103.865714285714,33.8571428571429,4350.01428571429
DS11-27264,106.312857142857,35.8571428571429,4358.22857142857
DS11-27265,100.248571428571,31.2857142857143,4105.05714285714
DS11-27267,102.447142857143,35,4321.31428571429
DS11-27268,99.6157142857143,31.1428571428571,4662.5
DS11-27269,92.6928571428572,30.7142857142857,4081.57142857143
DS11-27271,109.868571428571,33.4285714285714,4154.02857142857
DS11-27272,108.311428571429,34.1428571428571,3913.24285714286
DS11-27275,112.09125,33.25,4312.9875
DS11-27277,109.81375,33.875,3640.1375
DS11-27278,103.03125,34.5,4148.3125
DS11-27279,104.10625,34.25,4011
DS11-27280,102.54125,35.25,4070.7375
DS11-27281,112.261428571429,32.4285714285714,4225.78571428571
DS11-27282,110.91,32,4020.775
DS11-27283,103.54875,34.625,4396.6375
DS11-27284,112.747142857143,33.2857142857143,4319.07142857143
DS11-27285,109.307142857143,32.7142857142857,4029.87142857143
DS11-27286,103.39,34.75,4355.2875
DS11-27287,107.037,33.1,3656.63
DS11-27288,106.292727272727,30.8181818181818,4202.96363636364
DS11-27289,88.1236363636364,26.1818181818182,3816.10090909091
DS11-27292,114.7725,34.75,4329.925
DS11-27294,106.92,32.2857142857143,4129.04285714286
DS11-27295,107.455,34.25,4012.9
DS11-27297,103.45625,28.625,4041.5875
DS11-27298,112.4125,34.5,4352.825
DS11-27299,113.52,36.125,4135.3625
DS11-27304,106.852857142857,33.7142857142857,4283.64285714286
DS11-27305,107.53625,34.25,4204.1875
DS11-27306,109.712857142857,33.5714285714286,3858.7
DS11-27308,104.35,31.625,3592.7375
DS11-27310,99.9245454545455,30.1818181818182,3915.72909090909
DS11-27311,109.485454545455,34.3636363636364,3976.77363636364
DS11-27322,109.952857142857,32.7142857142857,3853.95714285714
DS11-27323,105.53125,34.625,3897.875
DS11-27325,115.805714285714,32.5714285714286,3801.11428571429
DS11-27332,101.22,31.4285714285714,4222.05714285714
DS11-27334,116.27,34.1428571428571,3753.97142857143
DS11-27335,97.7428571428571,31.2857142857143,4265.57142857143
DS11-27336,109.26375,33.25,4478.8375
DS11-27337,110.235,29.5,4153.3375
DS11-27338,104.75625,34.625,4576.6125
DS11-27340,104.0475,35.375,4470.15
DS11-27341,118.2425,33.5,3718.5
DS11-27344,104.915714285714,33.2857142857143,4165.62857142857
DS11-27346,100.641428571429,34.2857142857143,4023.42857142857
DS11-28105,107.317,38.2,3769.841
DS11-28108,105.489,39.1,4093.489
DS11-28109,103.129,33.4,3971.895
DS11-28112,96.144,28.2,3612.765
DS11-28114,94.6588888888889,31.2222222222222,3714.76222222222
DS11-28116,104.03,37,4065.19
DS11-28117,105.164,36.9,4088.91
DS11-28119,109.143,33.6,3276.626
DS11-28122,96.366,35.2,3707.339
DS11-28126,106.75,35.8,3873.958
DS11-28128,108.658,35.1,4010.506
DS11-28130,110.546,35.9,3661.561
DS11-28131,101.15,36.8888888888889,3838.62888888889
DS11-28132,109.178,34.4,3691.61
DS11-28133,87.331,38,3893.143
DS11-28135,98.401,37.6,3745.648
DS11-28136,108.688,34.3,3824.392
DS11-28137,99.606,33.5,4045.312
DS11-28138,94.706,27.2,3836.61
DS11-28139,112.787,35.8,3733.366
DS11-28140,102.211,37.6,3827.624
DS11-28141,102.273,36.5,3881.466
DS11-28143,98.876,32.3,3852.034
DS11-28144,93.1622222222222,29.1111111111111,3349.55
DS11-28145,103.983,36.8,3794.66
DS11-28146,107.964,33.3,3771.009
DS11-28149,100.914,40.2,4123.958
DS11-28150,105.965,36,4038.022
DS11-28151,101.865,35.3,3739.489
DS11-28152,104.116,33.5,3656.197
DS11-28153,109.908,35.5,3947.27
DS11-28155,116.928,39.4,3677.449
DS11-28156,91.7944444444444,34.1111111111111,3882.51222222222
DS11-28158,97.828,31.1,3586.014
DS11-28159,114.164,34.8,3662.481
DS11-28161,113.134444444444,37.1111111111111,4109.42111111111
DS11-28162,103.918,35.4,3799.614
DS11-28163,106.298,34.2,3583.888
DS11-28164,90.683,26.3,3471.62
DS11-28165,109.042,36.1,3756.049
DS11-28166,110.43,31.8,3592.627
DS11-28167,97.55,32.1,4142.634
DS11-28168,101.31,29.3,4005.668
DS11-28169,104.825,35.4,3823.384
DS11-28171,101.038,33.4,3874.741
DS11-28172,95.046,33.6,3929.677
DS11-28173,94.7014285714286,34.7142857142857,4003.98571428571
DS11-28174,103.891,35.3,3798.188
DS11-28175,98.779,32.5,3758.338
DS11-28176,98.159,33.6,3768.971
DS11-28178,100.288,32.1,3800.565
DS11-28179,94.727,34.1,3765.818
DS11-28180,98.28375,32.375,3952.85
DS11-28181,99.76,37,4067.27142857143
DS11-28182,93.005,35.375,4179.2375
DS11-28183,97.68,37.7142857142857,3951.35714285714
DS11-28185,95.9175,31,4011.2625
DS11-28186,92.0011111111111,34.3333333333333,4044.86666666667
DS11-28187,107.273,33.1,4072.116
DS11-28188,107.447777777778,39.8888888888889,4147.7
DS11-28189,94.3933333333333,37.8888888888889,3819.51111111111
DS11-28190,87.6688888888889,33.4444444444444,3938.64444444444
DS11-28191,102.445555555556,35.5555555555556,4192.84444444444
DS11-28192,102.613333333333,34.2222222222222,3997.23333333333
DS11-28193,109.19,35.5555555555556,4077.35555555556
DS11-28195,94.3866666666667,35.7777777777778,4108.91111111111
DS11-28196,98.8955555555556,33.6666666666667,3735.94444444444
DS11-28197,105.714444444444,34,3888.91111111111
DS11-28198,102.665555555556,35.7777777777778,3979.93333333333
DS11-28199,102.797777777778,37.2222222222222,4001.91111111111
DS11-28201,111.483333333333,39.6666666666667,4005.14444444444
DS11-28202,105.868888888889,38,4097.9
DS11-28203,103.421111111111,37.1111111111111,3683.87777777778
DS11-28204,104.061111111111,37.4444444444444,4059.66666666667
DS11-28206,106.22,33.6666666666667,3748.54444444444
DS11-28208,112.173333333333,36,3809.82222222222
DS11-28209,107.234444444444,38.8888888888889,3779.8
DS11-28210,95.4266666666667,36.3333333333333,4107.17777777778
DS11-28211,93.8122222222222,34.7777777777778,3974.11111111111
DS11-28212,96.7822222222222,35.4444444444444,4047.53333333333
DS11-28213,91.7944444444444,34.4444444444444,3766.47777777778
DS11-28217,100.805555555556,37.6666666666667,4089.11111111111
DS11-28218,109.603333333333,36,3961
DS11-28221,107.001111111111,35.8888888888889,4240.42222222222
DS11-28223,106.492222222222,35.4444444444444,3970.45555555556
DS11-28224,99.068,32.9,3800.737
DS11-28225,103.838,32.4,3754.046
DS11-28230,104.742,34.4,3915.4
DS11-28231,108.301,31.4,3555.552
DS11-28232,92.3488888888889,32.5555555555556,3646.95888888889
DS11-28234,110.781111111111,37.2222222222222,4100.6
DS11-28239,103.725555555556,37.7777777777778,3985.55555555556
DS11-28242,105.59,36.4444444444444,3712.83333333333
DS11-28243,105.721111111111,36.1111111111111,3834.84444444444
DS11-28244,103.033333333333,36.5555555555556,4128.78888888889
DS11-28245,106.873333333333,35.7777777777778,3742.52222222222
DS11-28247,114.118888888889,39.8888888888889,3860.27777777778
DS11-28253,91.6622222222222,31.3333333333333,3501.42111111111
DS11-28254,108.047777777778,33.4444444444444,3712.96777777778
DS11-28259,104.352222222222,38.1111111111111,4078.72222222222
DS11-28263,111.755555555556,37.3333333333333,3862.72222222222
DS11-28265,125.512222222222,39.3333333333333,3745.48888888889
DS11-28266,99.5188888888889,34.5555555555556,3881.72222222222
DS11-28267,108.673,31.4,3498.578
DS11-28269,118.597777777778,39.4444444444444,3541.07777777778
DS11-28270,113.961111111111,37.3333333333333,3918.97777777778
DS11-28271,104.182222222222,36.3333333333333,3763.74444444444
DS11-28272,115.94,37.6666666666667,3949.42222222222
DS11-28277,120.784444444444,34.6666666666667,3518.03333333333
DS11-28281,116.234,34.2,3661.885
DS11-28282,97.2511111111111,38.1111111111111,4095.52222222222
DS11-28283,103.145555555556,39.2222222222222,3941.71111111111
DS11-28284,105.288,34.1,3939.593
DS11-28285,100.71,34.5555555555556,3928.02555555556
DS11-28291,104.057777777778,34.8888888888889,4156.02222222222
DS11-28292,95.5711111111111,32,3574.15555555556
DS11-28295,110.577777777778,37.6666666666667,3528.55555555556
DS11-28296,111.037777777778,35.5555555555556,3838.11111111111
DS11-28298,110.804444444444,39.5555555555556,3867.74444444444
DS11-29001,101.557142857143,30,4136.95714285714
DS11-29002,83.57625,29.25,3681.5125
DS11-29003,92.2925,26.125,4068.825
DS11-29004,89.10625,31,4074.725
DS11-29005,95.1211111111111,23.7777777777778,3515.80888888889
DS11-29007,97.819,31.7,3966.709
DS11-29008,102.081,30.9,3938.914
DS11-29009,103.358888888889,26.1111111111111,3480.26777777778
DS11-29010,81.2633333333333,25.8888888888889,3074.57333333333
DS11-29011,100.683333333333,24.1111111111111,3688.83222222222
DS11-29012,88.3744444444444,24.7777777777778,3874.33111111111
DS11-29013,88.69,20.8888888888889,3662.02555555556
DS11-29014,92.3844444444445,22.4444444444444,3818.93888888889
DS11-29015,102.375,34.625,3870.6
DS11-29016,90.66375,31.75,3912.1625
DS11-29017,102.825,27.8333333333333,3812.88111111111
DS11-29019,89.4975,28.75,3464.1625
DS11-29020,92.7455555555556,23.1111111111111,3763.12222222222
DS11-29021,101.1125,32.625,4137.375
DS11-29022,89.22,33,3998.8375
DS11-29023,86.82875,28.625,3578.2625
DS11-29024,96.13125,31.125,3653.225
DS11-29026,97.85625,30.25,3848.3625
DS11-29027,112.927777777778,32,4015.46666666667
DS11-29030,91.2355555555555,28.5555555555556,4173
DS11-29031,92.93125,31,3818.25
DS11-29032,117.102222222222,34.3333333333333,3480.68888888889
DS11-29033,102.81,25,3287.79333333333
DS11-29034,104.373,31.1,3699.098
DS11-29035,106.774444444444,27.3333333333333,3746.52
DS11-29036,80.13125,29.625,3560.4
DS11-29037,95.64375,29.75,3589.5875
DS11-29038,81.7,29.375,3829.225
DS11-29039,91.42125,30.25,3902.0625
DS11-29040,96.8444444444444,26.7777777777778,3674.26111111111
DS11-29041,92.86125,32,3742.025
DS11-29042,86.10125,31.5,3665.5125
DS11-29043,98.68625,31.625,3661.225
DS11-29044,98.8588888888889,26.6666666666667,3499.66
DS11-29045,107.594444444444,33,4333.12222222222
DS11-29046,100.604,33.4,3931.699
DS11-29048,109.193333333333,34.8888888888889,4203.83333333333
DS11-29050,81.09125,28.25,3868.3125
DS11-29051,103.357,31,3811.462
DS11-29053,87.7022222222222,24.5555555555556,3649.14111111111
DS11-29054,88.8633333333333,28.5555555555556,3938.12333333333
DS11-29055,92.68,31.5,3654.875
DS11-29056,105.465,34.125,4044.2375
DS11-29057,84.58375,31.5,3798.225
DS11-29058,82.73,26.75,3629.1375
DS11-29059,95.4755555555556,32.3333333333333,3674.97777777778
DS11-29063,110.165,30.375,3445.1125
DS11-29064,100.51375,34.25,3735.9375
DS11-29065,90.25,34,3676.8625
DS11-29067,85.13,29.25,3958.65
DS11-29068,97.4825,33.5,4136.9375
DS11-29070,102.741111111111,24.8888888888889,3486.98888888889
DS11-29071,98.7411111111111,23.4444444444444,3877.10888888889
DS11-29073,105.2725,29.25,3846.18375
DS11-29074,98.26875,27.625,3534.78125
DS11-29075,105.702,31.4,3696.737
DS11-29076,121.394444444444,35.4444444444444,3837.25444444444
DS11-29078,104.822222222222,27.3333333333333,3523.24666666667
DS11-29079,114.5,33.3,4027.221
DS11-29080,93.8088888888889,28.7777777777778,3974.47
DS11-29081,93.4211111111111,21.6666666666667,3820.80333333333
DS11-29082,96.51,26.3333333333333,3910.85888888889
DS11-29083,105.924444444444,33,4301.54666666667
DS11-29084,92.7133333333333,26.5555555555556,3802.24666666667
DS11-29085,99.068,33.7,4142.87
DS11-29086,95.471,32,3957.019
DS11-29087,95.3844444444445,26.5555555555556,3740.31444444444
DS11-29088,98.4622222222222,22.6666666666667,3862.07777777778
DS11-29092,92.42875,30.125,3874.725
DS11-29093,104.8,31,3722.2875
DS11-29094,84.00375,25.375,3602.025
DS11-29095,102.161111111111,30.3333333333333,3717.22222222222
DS11-29096,106.70875,30,3668.625
DS11-29100,89.9542857142857,25,3725.77142857143
DS11-29101,96.0175,32.625,4207.85
DS11-29113,93.695,31.625,3832.825
DS11-29120,102.944444444444,29.4444444444444,3953.11111111111
DS11-29121,95.77375,29.25,3616.3625
DS11-29122,95.335,28.3,3862.259
DS11-29123,106.499,31.6,3992.884
DS11-29124,108.886,28.7,3985.201
DS11-29125,97.5466666666667,31.8888888888889,3689
DS11-29126,116.8325,29.625,3578.075
DS11-29127,103.744,30.4,3991.858
DS11-29128,91.023,28.6,4019.731
DS11-29129,93.1722222222222,24.5555555555556,3681.94333333333
DS11-29130,102.71,33.1,4158.744
DS11-29132,108.802222222222,29.5555555555556,3833.06666666667
DS11-29133,106.846666666667,29.7777777777778,3960.4
DS11-29135,93.1422222222222,31.3333333333333,4253.69
DS11-29137,107.046666666667,28.6666666666667,3873.27111111111
DS11-29138,99.417,29.8,4047.184
DS11-29139,114.266666666667,30.7777777777778,3421.71222222222
DS11-29141,102.406,32.9,3781.152
DS11-29142,107.616,30.6,3795.458
DS11-29143,109.367,33.3,3885.94
DS11-29144,106.873333333333,32.1111111111111,4381.45555555556
DS11-29145,102.374444444444,33,4332.99444444444
DS11-29146,100.936666666667,24.1111111111111,3691.51333333333
DS11-29147,88.5677777777778,28.3333333333333,3655.72222222222
DS11-29148,96.9775,32.375,3521.65
DS11-29149,100.45125,29.75,3724.6875
DS11-29150,107.25,32.5555555555556,3392.64444444444
DS11-29151,117.8475,32,3201.3375
DS11-29152,116.553,31.6,3829.691
DS11-29154,112.0325,28.5,3598.1
DS11-29155,100.562222222222,29.1111111111111,3854.15444444444
DS11-29156,109.905,30.5,4103.261
DS11-29158,109.958,31.9,4467.938
DS11-29159,108.915,30.7,3835.386
DS11-29160,96.694,30.8,4046.485
DS11-29161,97.6977777777778,24.6666666666667,3630.45777777778
DS11-29162,91.3577777777778,27.1111111111111,3790.80444444444
DS11-29164,108.136666666667,33.6666666666667,4296.54444444444
DS11-29165,102.354444444444,34.7777777777778,3609.64888888889
DS11-29166,99.0566666666667,26.5555555555556,3767.14555555556
DS11-29167,100.49,28.4444444444444,3874.68777777778
DS11-29169,90.748,29.2,3913.281
DS11-29170,93.1266666666667,26.3333333333333,4170.07555555556
DS11-29178,102.6,30.2222222222222,3530.17777777778
DS11-29183,104.503333333333,33.1111111111111,4131.04444444444
DS11-29184,93.4055555555556,30.7777777777778,3947.13333333333
DS11-29185,113.551111111111,29.6666666666667,4006.8
DS11-29189,113.213333333333,27.7777777777778,3824.08888888889
DS11-29190,109.235555555556,29.6666666666667,3780.12222222222
DS11-29191,95.55625,26.875,3824.5125
DS11-29194,99.1,32.125,3398.0375
DS11-29195,115.217777777778,32.1111111111111,3534.77777777778
DS11-29196,109.19,29.25,3575.5875
DS11-29197,97.8322222222222,29.2222222222222,3635.96666666667
DS11-29202,95.7711111111111,32.5555555555556,3910.35555555556
DS11-29206,94.7025,29.375,3409.625
DS11-29207,97.63375,27.125,3512.125
DS11-30001,99.866,30.2,4087.74
DS11-30002,100.096,36.6,4049.538
DS11-30003,103.008,33.9,4323.305
DS11-30004,91.103,32.3,4106.939
DS11-30005,97.033,30.4,4247.728
DS11-30006,95.43,27.7,3918.914
DS11-30007,91.059,27.9,3925.692
DS11-30008,95.678,29.4,3815.102
DS11-30011,106.095,31.5,3879.198
DS11-30012,101.529,32.8,4325.512
DS11-30013,93.336,30.3,3598.89
DS11-30014,94.727,27,3836.57
DS11-30020,97.243,31.4,4256.214
DS11-30021,109.624,32.3,3603.55
DS11-30023,103.605,29.2,3929.88
DS11-30024,104.503,32.1,3721.47
DS11-30025,89.824,27.7,3807.95
DS11-30026,99.66,26.6666666666667,3713.01111111111
DS11-30028,93.537,31.6,3955.38
DS11-30029,109.952,30.7,3213.095
DS11-30030,107.598,31.8,3344.73
DS11-30034,106.741,32,3797.8
DS11-30035,90.072,27.6,3770.43
DS11-30037,105.457,32.1,3633.18
DS11-30039,98.283,31.9,3670.82
DS11-30040,90.037,31.1,3668.92
DS11-30041,90.946,33.5,3503.46
DS11-30042,95.063,31.3,3632.97
DS11-30043,101.31,30.9,3877.02
DS11-30044,102.878,33.9,3505.8
DS11-30045,101.558,30.4,3839.01
DS11-30046,106.564,34,4109.51
DS11-30047,101.322,26.8,3839.255
DS11-30049,101.529,29.8,4187.693
DS11-30050,100.135,29.6,4018.322
DS11-30051,106.739,32.6,4188.302
DS11-30053,101.012,30.5,4218.457
DS11-30054,95.509,33.3,4240.586
DS11-30055,108.295,30.8,3896.58
DS11-30057,97.677,31.3,3693.47
DS11-30060,109.586,29.1,3939.524
DS11-30061,118.535,35.2,4016.092
DS11-30062,103.307,30.9,3879.423
DS11-30063,108.023,32.9,4171.15
DS11-30065,105.595,30.1,3945.501
DS11-30066,90.521,28.2,3258.604
DS11-30068,106.691,29.1,3569.276
